brand_name,date,campaign_name,status,ad_set_name,ad_name,country,region,FB Spent Funnel (INR),spend_inr,clicks,impressions,page_likes,landing_page_views,link_clicks,adds_to_cart,checkouts_initiated,Adds of Payment Info,purchases,revenue_inr,website_contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),CTR_calculated,CPM_calculated,CPC_calculated,ROI_calculated,ROAS_calculated
,3/7/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,Canada,Rest Of The World,38.08,38.08,,53,0,0,,0,0,0,0,,,0,0,,0,,718.490566,0,,
Brand A,3/7/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia's Garden | Summer | PDP | Deepak Maurya,Canada,Rest Of The World,113.82,113.82,,110,0,0,1,0,0,0,0,0,,1,0,,0,,1034.727273,0,-100,0
Brand A,3/13/2026,,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,Canada,Rest Of The World,128.47,128.47,2,117,0,0,0,0,0,0,0,0,,0,0,,0,1.709401709,1098.034188,64.235,-100,0
Brand A,3/6/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia's Garden | Summer | PDP | Deepak Maurya,Canada,Rest Of The World,131.9,131.9,19,118,0,1,8,0,0,,0,0,,7,0,,0,16.10169492,1117.79661,6.942105263,-100,0
Brand A,3/11/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia's Garden | Summer | PDP | Deepak Maurya,Canada,Rest Of The World,134.23,20268.73,8,117,0,0,0,0,0,0,0,0,,0,0,,0,6.837606838,173237.0085,2533.59125,-100,0
Brand A,3/10/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,whatsapp | customer data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia's Garden | Summer | PDP | Deepak Maurya,Canada,Rest Of The World,159.13,159.13,13,149,0,,4,0,0,0,0,0,,189,0,,0,8.724832215,1067.986577,12.24076923,-100,0
Brand A,3/10/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,Canada,Rest Of The World,166.49,166.49,5,,0,1,1,0,0,0,0,0,,1,0,,0,0,0,33.298,-100,0
Brand A,3/6/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,Canada,Rest Of The World,167.32,167.32,10,123,0,0,3,0,0,,0,0,,,,,0,8.130081301,1360.325203,16.732,-100,0
Brand A,3/11/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,Canada,Rest Of The World,175.13,175.13,12,174,0,0,4,0,0,,0,0,,1,0,,0,6.896551724,1006.494253,14.59416667,-100,0
Brand A,,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,,Rest Of The World,,175.19,20,143,0,1,6,0,0,0,0,0,,4,0,,0,13.98601399,1225.104895,8.7595,-100,0
Brand A,3/7/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,Canada,,-178.33,178.33,,158,,0,3,0,0,0,0,0,,1,0,,,,1128.670886,0,-100,0
Brand A,3/12/2026,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,Canada,Rest Of The World,201.05,201.05,4,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,50.2625,-100,0
Brand A,,Growify | MOF + BOF | Engagemnet | INTL,PAUSED,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,,Rest Of The World,217.46,,10,168,0,0,2,0,0,0,,0,,0,0,,0,5.952380952,,,0,0
Brand A,3/8/2026,Growify | MOF + BOF | Engagemnet | INTL,,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,Canada,Rest Of The World,319.28,319.28,19,320,0,0,5,0,,0,0,0,,1,0,,0,5.9375,997.75,16.80421053,-100,0
Brand A,3/4/2026,Growify | TOF | Conversion | India,PAUSED,Ecomm | Adv+,Catalog | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Ayush Kashyap,,India,0,0,0,0,,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0
Brand A,3/5/2026,Growify | TOF | Conversion | India,PAUSED,ECOMM | ADV+,Catalog | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Ayush Kashyap,India,India,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/17/2026,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,Ecomm | Apparel,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/18/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Apparel,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,0,0,,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/14/2026,Growify | TOF | Conversion | India,ACTIVE,ecomm | apparel,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,,India,0,0,0,0,0,0,0,1,0,0,0,0,,0,9200,,0,0,0,0,0,0
Brand A,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Beauty and Personal Care,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0
Brand A,,,ACTIVE,Ecomm | Beauty and Personal Care,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0
Brand A,3/15/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Beauty and Personal Care,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,0,0,0,0,,0,,4,0,0,0,0,,0,25320,,0,0,0,0,0,0
Brand A,3/1/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Engaged,Video | esha | ï¿½ï¿½ï¿,,India,0,0,0,0,0,0,0,1,0,0,0,0,,0,8200,,0,0,0,0,0,0
Brand A,3/21/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Video | Pooja Hegde | 19th Feb 26 ï¿½ï¿½ï¿,India,India,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,3/19/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/20/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Video | Pooja Hegde | 19th Feb 26 ï¿½ï¿½ï¿,India,India,0,0,0,0,,0,0,-6,0,0,0,0,,0,,0,0,0,0,0,0,0
Brand A,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Video | Pooja Hegde | 19th Feb 26 ï¿½ï¿½ï¿,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,0,0,0,0,0,0
Brand A,3/25/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | Video | Influencer | Kurta Set | Lumiï¿½ï¿½re | Summer | PDP | H,India,India,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/27/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | Video | Influencer | Kurta Set | Lumiï¿½ï¿½re | Summer | PDP | H,India,India,0,0,,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/24/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | Video | Influencer | Kurta Set | Lumiï¿½ï¿½re | Summer | PDP | H,India,India,0,0,0,0,,0,,2,,0,0,0,,0,-15200,,0,0,0,0,0,0
Brand A,3/26/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | Video | Influencer | Kurta Set | Lumiï¿½ï¿½re | Summer | PDP | H,India,India,0,,0,0,0,0,0,2,,,0,0,,189,,,0,0,0,0,0,0
Brand A,3/20/2026,Growify | TOF | Conversion | India,ACTIVE,ecomm | personal care,CUSTOM | CAR | CAMPAIGN SHOOT | MIX | SOFIA'S GARDEN | SUMMER | PDP | DEEPAK MAURYA,India,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
Brand A,3/18/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Personal Care,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,,India,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/6/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/9/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0
,3/10/2026,,ACTIVE,Ecomm | Travel,,India,India,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/1/2026,,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/20/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Celeb | Kurta Set | Cotswold | Summer | PDP | Hasan,India,India,0.04,0,0,,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0
Brand A,3/3/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,0.07,0.07,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,70,0,-100,0
Brand A,3/11/2026,,ACTIVE,Ecomm | Home Essential,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,,0.12,0,5,0,0,0,0,0,0,0,0,,0,0,,0,0,24,0,-100,0
Brand A,3/6/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Apparel,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,0.13,0.13,0,145,0,0,0,0,0,0,0,0,,0,0,,0,0,0.896551724,0,-100,0
Brand A,3/7/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Beauty and Personal Care,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,0.15,0.15,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,150,0,-100,0
Brand A,3/9/2026,Growify | TOF | Brand Awareness | India,ACTIVE,Brand Visibility | Designer Clothing,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP | Hasan,India,India,,,1,9,0,0,1,0,0,0,0,0,,0,0,,0,11.11111111,,,0,0
,3/12/2026,Growify | TOF | Conversion | India,,Ecomm | Home Essential,custom | video | influencer | kurta set | lumiï¿½ï¿½re | summer | pdp | h,India,India,0.29,43.79,0,2,0,0,0,0,0,0,0,0,,0,0,,0,0,21895,0,-100,0
Brand A,3/5/2026,Growify | TOF | Conversion | India,ACTIVE,ECOMM | BEAUTY AND PERSONAL CARE,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,0.53,,1,3,0,0,1,0,0,0,0,0,,0,0,,0,33.33333333,,,0,0
Brand A,3/16/2026,Growify | TOF | Brand Awareness | India,ACTIVE,,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP | Hasan,India,India,,0.59,1,3,0,,0,0,0,0,0,0,,0,0,,0,33.33333333,196.6666667,0.59,-100,0
Brand A,3/3/2026,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,Ecomm | Apparel,,India,India,0.72,0.72,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,720,0,-100,0
,3/12/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Beauty and Personal Care,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,0.79,0.79,0,4,0,0,0,0,0,0,,0,,0,0,,0,0,197.5,0,-100,0
Brand A,3/16/2026,Growify | TOF | Brand Awareness | India,,Brand Visibility | Designer Clothing,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP,India,India,,1.06,1,17,0,0,1,0,,0,0,0,,0,0,,0,5.882352941,62.35294118,1.06,-100,0
Brand A,3/17/2026,GROWIFY | TOF | BRAND AWARENESS | INDIA,ACTIVE,Brand Visibility | Designer Clothing,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP | Hasan,India,India,,1.14,4,38,0,-1,4,0,0,0,0,0,,0,0,,0,10.52631579,30,0.285,-100,0
,3/4/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,-1.15,1.15,0,5,0,0,0,0,0,,0,0,,,0,,0,0,230,0,-100,0
Brand A,3/9/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,189.12,1.97,0,725,0,0,0,0,0,,0,0,,0,0,,0,0,2.717241379,0,-100,0
Brand A,3/9/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,2.069999,2.069999,0,5,0,0,0,0,0,0,0,,,0,0,,0,0,413.9998,0,,
Brand A,3/10/2026,Growify | TOF | Brand Awareness | India,ACTIVE,Brand Visibility | Designer Clothing,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP,India,India,,2.16,1,34,0,0,1,0,0,0,0,0,,0,0,,0,2.941176471,63.52941176,2.16,-100,0
Brand A,3/9/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Beauty and Personal Care,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,2.36,356.36,0,7,0,0,0,0,0,0,0,0,,0,0,,0,0,50908.57143,0,-100,0
Brand A,3/5/2026,growify | tof | conversion | india,ACTIVE,Ecomm | OTT & Social,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,2.59,2.59,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,-100,0
Brand A,3/1/2026,growify | tof | traffic | india,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,India,India,2.62,395.62,0,1305,0,0,0,0,0,0,0,0,,0,0,,0,0,303.1570881,0,-100,0
Brand A,3/6/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,India,India,3,3,2,0,0,2,2,0,,0,0,0,,0,0,,0,0,0,1.5,-100,0
Brand A,3/14/2026,Growify | TOF | Brand Awareness | India,ACTIVE,Brand Visibility | Designer Clothing,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP | Hasan,,India,,3.41,0,46,0,0,0,0,0,0,0,0,,,0,,0,0,74.13043478,0,-100,0
Brand A,3/14/2026,Growify | TOF | Brand Awareness | India,ACTIVE,Brand Visibility | Designer Clothing,,India,India,,3.78,2,84,0,1,216,0,0,0,0,0,,0,0,,0,2.380952381,45,1.89,-100,0
Brand A,3/7/2026,Growify | TOF | Traffic | India,ACTIVE,ECOMM | WOMEN INNERWEAR,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,India,India,,576.82,1,26,0,195,1,0,0,,0,0,,0,0,,0,3.846153846,22185.38462,576.82,-100,0
Brand A,3/9/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,,India,4.11,4.11,0,22,0,0,0,0,0,0,0,0,,0,0,,0,0,186.8181818,0,-100,0
Brand A,3/1/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,4.59,4.59,0,7,0,0,0,0,0,0,0,0,,0,0,,0,0,655.7142857,0,-100,0
,3/7/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,4.69,4.69,1,5,0,1,108,0,0,0,0,0,,0,0,,0,20,938,4.69,-100,0
Brand A,3/14/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,4.93,4.93,400,11,0,2,0,0,0,0,0,0,,0,,,0,3636.363636,448.1818182,0.012325,-100,0
Brand A,3/17/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Personal Care,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,5.04,0,0,7,,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0
Brand A,3/20/2026,,ACTIVE,Ecomm | Handbags,Custom | CAR | Campaign Shoot | Mix | Sofia's Garden | Summer | PDP | Deepak Maurya,India,India,5.26,5.26,0,4,,0,0,,0,0,0,0,,0,0,0,0,0,1315,0,-100,0
Brand A,3/15/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Personal Care,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,5.6,5.6,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,-100,0
Brand A,3/7/2026,Growify | TOF | Brand Awareness | India,ACTIVE,Brand Visibility | Designer Clothing,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP,India,India,,898.45,3,,0,0,4,0,,0,0,0,,0,0,,0,0,0,299.4833333,-100,0
Brand A,3/1/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,6.69,,0,10,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0
Brand A,3/11/2026,Growify | TOF | Brand Awareness | India,ACTIVE,BRAND VISIBILITY | DESIGNER CLOTHING,Custom | Video | Campaign Shoot | Kurta Set | Sofia's Garden | Summer | PDP,India,India,,7.01,6,97,,0,6,0,0,0,0,0,,0,0,,0,6.18556701,72.26804124,1.168333333,-100,0
Brand A,3/13/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Apparel,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,7.18,7.18,0,12,0,0,0,0,0,0,0,0,,0,0,,0,0,598.3333333,0,-100,0
Brand A,3/2/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,India,India,8.17,8.17,3,0,0,1,2,0,0,0,0,0,,0,0,,0,0,0,2.723333333,-100,0
Brand A,3/28/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Celeb | Kurta Set | Cotswold | Summer | PDP | Hasan,India,India,9.02,9.02,7,38,0,3,4,0,,0,0,0,,0,0,,0,18.42105263,237.3684211,1.288571429,-100,0
Brand A,3/11/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,,9.25,0,3,0,0,0,,0,0,0,0,,,0,,0,0,3083.333333,0,-100,0
Brand A,3/7/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Apparel,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,9.92,9.92,0,5,0,0,0,0,0,0,0,0,,0,0,,0,0,1984,0,-100,0
Brand A,,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Celeb | Kurta Set | Cotswold | Summer | PDP | Hasan,India,India,10.07,10.07,1,29,0,1,1,0,0,0,0,0,,0,0,,0,3.448275862,347.2413793,10.07,-100,0
Brand A,3/3/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,10.31,10.31,1,9,0,,1,0,0,0,0,0,,0,0,,0,11.11111111,1145.555556,10.31,-100,0
Brand A,3/15/2026,Growify | TOF | Brand Awareness | India,ACTIVE,brand visibility | designer clothing,CUSTOM | VIDEO | CAMPAIGN SHOOT | KURTA SET | SOFIA'S GARDEN | SUMMER | PDP | HASAN,India,India,,,9,25810,0,1,9,0,0,0,0,0,,0,0,,0,0.034870205,,,0,0
,3/5/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,10.78,10.78,0,12,0,0,0,0,,0,0,0,,,0,,,0,898.3333333,0,-100,0
Brand A,3/8/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Custom | Video | Influencer | Kurta Set | Lumiï¿½ï¿½re | Summer | PDP | H,,India,10.99,10.99,,725,0,,0,0,0,0,0,0,,0,0,,0,,15.15862069,0,-100,0
Brand A,3/15/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Handbags,CUSTOM | CAR | CAMPAIGN SHOOT | MIX | MIX | SUMMER | PDP | ROHIT MALIK,India,India,11.07,11.07,0,17,0,0,0,0,0,0,0,0,,0,0,,0,0,651.1764706,0,-100,0
Brand A,3/7/2026,growify | tof | traffic | india,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,11.19,,2,31,0,1,1,0,0,0,0,0,,0,0,,0,6.451612903,,,0,0
Brand A,3/28/2026,growify | tof | store engagement | india,ACTIVE,Brand Visibility | Designer Clothing,Custom | Single Image | Influencer | Mix | J'adore | Summer | PDP,India,India,,11.71,0,851,0,0,0,0,,0,0,0,,0,0,,0,0,13.76028202,0,-100,0
Brand A,3/6/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,11.8,,1,15,0,1,1,0,0,0,0,0,,0,0,,0,6.666666667,,,0,0
Brand A,3/23/2026,Growify | TOF | Traffic | India,,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,India,India,12.12,12.12,4,3480,,3,3,1,0,0,0,0,,0,8000,0,0,0.114942529,3.482758621,3.03,-100,0
Brand A,3/2/2026,,ACTIVE,Ecomm | Home Essential,custom | car | campaign shoot | mix | mix | summer | pdp | rohit malik,India,India,1208.64,12.59,1,21,,,,0,0,0,0,0,,0,0,,0,4.761904762,599.5238095,12.59,-100,0
Brand A,3/11/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,India,India,12.63,12.63,3,10,,3,3,,0,0,0,0,,0,0,,0,30,1263,4.21,-100,0
Brand A,3/5/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,12.83,12.83,3,50,0,1,3,0,,0,0,0,,0,0,,0,6,256.6,4.276666667,-100,0
Brand A,3/6/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | OTT & Social,Custom | Video | Influencer | Kurta Set | Lumiï¿½ï¿½re | Summer | PDP | H,India,India,,14,1,23,0,195,1,7,0,0,0,0,,0,52500,,0,4.347826087,608.6956522,14,-100,0
Brand A,3/2/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,14.36,14.36,2,5365,0,2,3,0,0,,0,0,,0,0,,0,0.037278658,2.676607642,7.18,-100,0
Brand A,3/10/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,15.25,15.25,3,0,0,2,0,0,,0,0,0,,0,0,,0,0,0,5.083333333,-100,0
Brand A,3/2/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Custom | Video | Influencer | Kurta Set | Lumiï¿½ï¿½re | Summer | PDP | H,India,India,15.96,15.96,2,23,0,1,1,0,0,0,,0,,0,0,,0,8.695652174,693.9130435,7.98,-100,0
Brand A,3/15/2026,GROWIFY | TOF | TRAFFIC | INDIA,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Influencer | Kurta Set | J'adore | Summer | PDP | Hasan,India,India,16.05,16.05,0,49,0,195,,0,0,0,0,0,,0,0,,,0,327.5510204,0,-100,0
Brand A,3/4/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Celeb | Kurta Set | Cotswold | Summer | PDP | Hasan,India,India,16.1,16.1,7,95,0,4,5,0,0,,0,0,,0,0,,0,7.368421053,169.4736842,2.3,-100,0
Brand A,3/9/2026,Growify | TOF | Traffic | India,ACTIVE,Ecomm | Women Innerwear,Custom | Video | Celeb | Kurta Set | Cotswold | Summer | PDP | Hasan,India,India,17.28,17.28,4,96,0,2,3,0,,,0,0,,0,0,,0,4.166666667,180,4.32,-100,0
Brand A,3/4/2026,,ACTIVE,ECOMM | WOMEN INNERWEAR,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | PDP | Hasan,India,India,17.81,17.81,200,73,0,390,2,0,0,0,0,0,,0,0,,0,273.9726027,243.9726027,0.08905,-100,0
Brand A,3/4/2026,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,Ecomm | Home Essential,Custom | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Rohit Malik,India,India,17.99,,2,18,0,,2,0,0,0,0,0,,0,0,,0,11.11111111,,,0,0
,3/7/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,,,India,1822.08,18.98,100,14,0,0,0,12,0,0,0,0,,0,129900,,0,714.2857143,1355.714286,0.1898,-100,0
