brand_name,date,currency,sales_channel,transaction_timestamp,order_created_at,order_updated_at,order_id,order_name,country,region,billing_country,billing_province,billing_city,order_tags,product_id,product_title,product_tags,product_type,variant_title,gross_sales,net_sales,total_sales,orders,returns_inr,return_rate,items_sold,items_returned,avg_order_value,new_customer_orders,returning_customer_orders,avg_items_per_order,discounts_inr,sku,customer_sale_type,customer_id,shipping_country
Brand A,2/17/2026,INR,Magic Checkout - Brand A,2026-02-16 20:07:43+00:00,2026-02-16 20:07:43+00:00,2026-02-17 10:58:20+00:00,-6944900000000.00,#11704,India,India,India,Karnataka,Bengaluru,"cod, Magic",,,,,,0,0,150,0,,,0,,,,0,,0,,Returning,0.00,India
Brand A,2/17/2026,INR,,2026-02-17 09:21:01+00:00,2026-02-17 09:21:01+00:00,2026-02-17 09:21:17+00:00,6945960000000.00,#11707,India,India,,Tamil Nadu,Madurai,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,9373510000000.00,
Brand A,2/17/2026,INR,Magic Checkout - Brand A,,2026-02-17 15:22:44+00:00,2026-02-18 11:16:30+00:00,909978000000000.00,#11711,India,India,India,Delhi,New Delhi,"card, Magic",,,,,,0,0,150,0,0,,,,,,,,,,Returning,7743540000000.00,India
Brand A,2/18/2026,INR,,2026-02-18 03:20:47+00:00,2026-02-18 03:20:47+00:00,2026-02-19 12:09:07+00:00,6947490000000.00,,India,India,India,Delhi,Delhi,"cod, Magic",,,,,,0,0,150,0,0,,0,,,0,0,,0,,Returning,9450410000000.00,India
Brand A,2/18/2026,INR,Magic Checkout - Brand A,2026-02-18 12:12:53+00:00,2026-02-18 12:12:53+00:00,2026-02-18 12:13:09+00:00,6948110000000.00,#11721,India,,,Kerala,Idukki,"card, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,9289610000000.00,india
Brand A,2/20/2026,INR,Magic Checkout - Brand A,2026-02-20 11:46:47+00:00,2026-02-20 11:46:47+00:00,2026-02-21 12:24:12+00:00,6952210000000.00,#11751,India,India,India,Maharashtra,Mumbai,"Magic, upi",,,,,,0,0,150,0,,,0,,0,,0,,0,,Returning,9071720000000.00,India
Brand A,2/20/2026,,Magic Checkout - Brand A,2026-02-20 16:17:50+00:00,2026-02-20 16:17:50+00:00,2026-02-20 16:18:06+00:00,6952600000000.00,#11756,India,India,India,Punjab,Ludhiana,"Magic, upi",,,,,,0,0,17400,0,0,,0,,,,0,,0,,Returning,7967580000000.00,India
,2/21/2026,,Magic Checkout - Brand A,,2026-02-21 06:30:48+00:00,2026-02-21 06:31:04+00:00,6953890000000.00,#11758,India,India,India,delhi,West Delhi,"cod, Magic",,,,,,0,0,0,0,0,,0,,,,0,,0,,Returning,909187400000000.00,India
Brand A,2/22/2026,INR,Magic Checkout - Brand A,2026-02-22 17:28:31+00:00,2026-02-22 17:28:31+00:00,2026-02-22 17:28:47+00:00,6956760000000.00,#11773,India,India,India,Telangana,Hyderabad,,,,,,,0,0,150,0,0,,0,,,,0,,0,,,8388110000000.00,India
Brand A,,INR,Magic Checkout - Brand A,2026-02-23 08:32:12+00:00,2026-02-23 08:32:12+00:00,2026-02-24 12:00:02+00:00,911499000000000.00,#11781,India,India,India,HIMACHAL PRADESH,Devinagar,"cod, Magic",,,,,,0,0,150,0,0,,0,0,,,0,,0,,Returning,7352720000000.00,India
Brand A,2/23/2026,INR,Magic Checkout - Brand A,2026-02-23 10:41:42+00:00,2026-02-23 10:41:42+00:00,2026-02-24 11:55:11+00:00,6958140000000.00,#11782,India,India,India,,Panchkula,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,,,0,,Returning,9414970000000.00,
Brand A,2/23/2026,INR,Magic Checkout - Brand A,2026-02-23 11:14:54+00:00,2026-02-23 11:14:54+00:00,2026-02-23 11:15:09+00:00,6958180000000.00,#11783,India,India,India,Telangana,Kphb Phase 13 Kukatpally,"Magic, upi",,,,,,0,0,150,0,0,,,,,,0,,0,,Returning,789772500000000.00,India
Brand A,2/24/2026,INR,Magic Checkout - Brand A,2026-02-24 13:22:43+00:00,,2026-02-24 13:22:59+00:00,6960280000000.00,#11800,India,India,India,Maharashtra,Mumbai,"card, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,9244640000000.00,India
Brand A,2/24/2026,INR,Magic Checkout - Brand A,,2026-02-24 14:54:30+00:00,,6960400000000.00,,India,,India,Delhi,Delhi,"cod, Magic",,,,,,0,0,150,0,0,,,,,,0,,0,,Returning,9402110000000.00,India
Brand A,2/26/2026,INR,Magic Checkout - Brand A,,2026-02-26 02:54:35+00:00,2026-02-27 10:51:25+00:00,-6963730000000.00,#11822,India,India,India,Maharashtra,Mumbai Subueban,"cod, Magic",,,,,,0,0,0,,0,,0,,,,0,,0,,Returning,9423390000000.00,India
Brand A,2/28/2026,INR,Magic Checkout - Brand A,2026-02-28 09:07:45+00:00,2026-02-28 09:07:45+00:00,2026-02-28 09:08:01+00:00,6968660000000.00,#11853,India,India,India,Haryana,,"card, Magic",,,,,,,0,17400,0,,,0,,,,,,0,,Returning,-8587800000000.00,INDIA
Brand A,2/1/2026,INR,,2026-02-01 15:24:19+00:00,2026-02-01 15:24:19+00:00,2026-02-01 15:24:35+00:00,6894290000000.00,#11549,India,India,,Haryana,Gurgaon,"cod, Magic",,,,,,0,0,17400,0,0,,0,,,0,0,0,0,,Returning,693099000000000.00,India
Brand A,2/17/2026,INR,,2026-02-17 11:19:24+00:00,2026-02-17 11:19:24+00:00,2026-02-17 11:19:40+00:00,909939000000000.00,#11709,,India,India,HARYANA,Gurgaon,"cod, Magic",,,,,,0,0,,0,0,,,,,,0,,0,,RETURNING,6300900000000.00,India
Brand A,2/2/2026,INR,Magic Checkout - Brand A,2026-02-02 06:29:06+00:00,2026-02-02 06:29:06+00:00,2026-02-05 11:41:41+00:00,6897420000000.00,#11557,India,India,India,,Hyderabad,"Magic, upi",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,8841950000000.00,India
Brand A,,INR,Magic Checkout - Brand A,2026-02-02 16:01:01+00:00,2026-02-02 16:01:01+00:00,2026-02-02 16:01:17+00:00,6898870000000.00,#11564,India,India,India,Maharashtra,Mumbai Subueban,"Magic, upi",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,8383180000000.00,
Brand A,2/3/2026,,Magic Checkout - Brand A,2026-02-02 19:02:45+00:00,2026-02-02 19:02:45+00:00,2026-02-04 11:58:09+00:00,6899480000000.00,#11566,India,India,India,Tamil Nadu,Chennai,"cod, magic",,,,,,0,0,150,0,0,,0,,,,0,,,,Returning,,India
,,INR,Magic Checkout - Brand A,2026-02-05 05:24:31+00:00,,2026-02-06 11:38:39+00:00,6910260000000.00,#11590,,India,India,,Kachchh,"Magic, upi",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,7466650000000.00,India
Brand A,2/7/2026,,,2026-02-07 10:15:57+00:00,,2026-02-07 10:16:13+00:00,6916320000000.00,#11614,India,India,India,Maharashtra,Mumbai Subueban,"card, Magic",,,,,,0,0,0,0,0,,0,,,,0,,0,,Returning,7313700000000.00,INDIA
Brand A,2/10/2026,INR,Magic Checkout - Brand A,2026-02-10 17:13:35+00:00,2026-02-10 17:13:35+00:00,2026-02-11 11:56:35+00:00,907596000000000.00,#11646,India,India,India,Tamil Nadu,Chennai,"magic, upi",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,8388430000000.00,India
Brand A,2/12/2026,INR,Magic Checkout - Brand A,2026-02-12 05:46:41+00:00,2026-02-12 05:46:41+00:00,2026-02-13 12:01:57+00:00,6932350000000.00,#11657,India,India,India,ANDHRA PRADESH,Krishnagiri,"cod, Magic",,,,,,0,0,150,0,,,0,,,0,0,,0,,Returning,,India
Brand A,,INR,Magic Checkout - Brand A,2026-02-12 08:18:12+00:00,2026-02-12 08:18:12+00:00,2026-02-12 08:18:28+00:00,6932710000000.00,#11658,India,India,India,Uttar Pradesh,Ghaziabad,"cod, Magic",,,,,,0,0,150,,0,,0,,,,,,,,Returning,8917020000000.00,India
Brand A,2/15/2026,INR,Magic Checkout - Brand A,2026-02-15 11:00:45+00:00,,2026-02-15 11:01:01+00:00,6942180000000.00,#11690,India,India,India,Telangana,,"cod, magic",,,,,,0,0,17400,,0,,0,,,,0,,0,,RETURNING,9083910000000.00,India
Brand A,2/18/2026,INR,Magic Checkout - Brand A,,2026-02-18 06:39:10+00:00,2026-02-18 06:39:26+00:00,6947730000000.00,#11716,India,India,India,,Amritsar,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,0,,,,Returning,8584530000000.00,India
Brand A,2/18/2026,INR,Magic Checkout - Brand A,2026-02-18 11:19:25+00:00,2026-02-18 11:19:25+00:00,2026-02-18 11:19:41+00:00,6948050000000.00,#11720,India,India,India,Maharashtra,Pune,"card, Magic",,,,,,0,0,150,0,,,0,,,,0,,0,,Returning,6624080000000.00,India
,2/21/2026,,Draft Orders,2026-02-21 10:10:01+00:00,2026-02-21 10:10:01+00:00,2026-02-24 11:45:09+00:00,910988000000000.00,#11760,India,India,India,Delhi,New Delhi,,,,,,,0,0,150,0,0,,0,,,,0,,0,,RETURNING,7743540000000.00,India
,2/22/2026,INR,Magic Checkout - Brand A,2026-02-22 07:43:21+00:00,2026-02-22 07:43:21+00:00,2026-02-22 07:43:37+00:00,911237000000000.00,#11767,India,India,India,,Patiala,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,8107090000000.00,India
Brand A,2/23/2026,,Magic Checkout - Brand A,2026-02-23 03:18:47+00:00,2026-02-23 03:18:47+00:00,2026-02-23 03:19:03+00:00,6957650000000.00,#11776,India,India,India,,Panipat,"card, Magic",,,,,,0,,150,0,,,0,,,,0,,0,,Returning,7314660000000.00,India
Brand A,2/24/2026,INR,Magic Checkout - Brand A,2026-02-23 18:34:06+00:00,2026-02-23 18:34:06+00:00,2026-02-25 10:27:56+00:00,6958800000000.00,#11790,India,,India,Delhi,,"cod, Magic",,,,,,0,0,150,0,,,0,,,,,,0,,Returning,0.00,India
Brand A,2/24/2026,INR,Draft Orders,2026-02-24 10:57:10+00:00,2026-02-24 10:57:11+00:00,2026-02-26 10:55:20+00:00,6960110000000.00,#11798,India,India,India,delhi,South Delhi,,,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,7519860000000.00,India
Brand A,2/25/2026,INR,,2026-02-25 03:41:14+00:00,2026-02-25 03:41:14+00:00,2026-02-25 03:41:30+00:00,6961720000000.00,,India,India,India,Telangana,Hyderabad,"Magic, upi",,,,,,0,0,150,,,,0,,,,,,,,Returning,8207280000000.00,
Brand A,2/27/2026,INR,Magic Checkout - Brand A,2026-02-26 18:30:25+00:00,2026-02-26 18:30:25+00:00,2026-02-28 09:02:06+00:00,6965010000000.00,#11838,India,India,India,Delhi,New Delhi,"card, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,8332210000000.00,India
Brand A,2/27/2026,INR,Draft Orders,2026-02-27 07:00:40+00:00,2026-02-27 07:00:41+00:00,2026-02-27 07:22:15+00:00,6966220000000.00,,India,India,India,UTTAR PRADESH,Noida,,,,,,,0,0,17400,0,0,,0,,,,0,,,,Returning,7482520000000.00,India
Brand A,2/28/2026,inr,Magic Checkout - Brand A,2026-02-28 09:25:08+00:00,2026-02-28 09:25:08+00:00,2026-03-02 11:47:23+00:00,912896000000000.00,#11854,India,India,India,Delhi,South Delhi,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,,India
Brand A,2/2/2026,INR,Magic Checkout - Brand A,2026-02-02 11:34:12+00:00,2026-02-02 11:34:12+00:00,2026-02-02 11:34:28+00:00,6898120000000.00,#11559,India,India,India,,Kolkata,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,6399260000000.00,INDIA
Brand A,2/4/2026,INR,Magic Checkout - Brand A,2026-02-04 12:46:02+00:00,2026-02-04 12:46:02+00:00,2026-02-04 12:46:18+00:00,904928000000000.00,#11584,India,,India,Haryana,Gurgaon,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,7761240000000.00,India
Brand A,2/6/2026,INR,Magic Checkout - Brand A,2026-02-06 09:04:42+00:00,2026-02-06 09:04:42+00:00,2026-02-06 09:04:58+00:00,6913220000000.00,#11597,India,India,India,Delhi,South West Delhi,"cod, Magic",,,,,,0,0,150,0,0,,,,0,,0,,0,,Returning,,India
Brand A,2/22/2026,INR,Magic Checkout - Brand A,2026-02-22 07:33:09+00:00,2026-02-22 07:33:09+00:00,2026-02-22 07:33:25+00:00,911236000000000.00,#11766,India,India,India,Andhra Pradesh,Proddatur,"Magic, upi",,,,,,0,0,17400,0,0,,0,,,,0,,0,,Returning,7895840000000.00,India
Brand A,2/24/2026,INR,Magic Checkout - Brand A,2026-02-24 16:04:21+00:00,2026-02-24 16:04:21+00:00,,911827000000000.00,#11804,India,India,India,uttar pradesh,Ghaziabad,"cod, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,returning,980872200000000.00,India
Brand A,2/27/2026,INR,Magic Checkout - Brand A,2026-02-27 06:34:46+00:00,2026-02-27 06:34:46+00:00,,6966190000000.00,#11839,India,India,India,,Mumbai,"cod, Magic",,,,,,0,0,150,0,0,,,,,,0,,0,,Returning,,India
Brand A,2/27/2026,INR,Draft Orders,2026-02-27 07:14:51+00:00,,2026-02-27 10:51:57+00:00,912577000000000.00,#11841,India,India,India,,Noida,,0,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,7482520000000.00,India
Brand A,2/4/2026,INR,Magic Checkout - Brand A,2026-02-03 23:53:53+00:00,2026-02-03 23:53:53+00:00,2026-02-03 23:54:09+00:00,6905920000000.00,#11572,India,India,India,Maharashtra,Mumbai,"card, Magic",,,,,,0,0,150,0,0,,0,,,,0,,0,,Returning,7972030000000.00,india
Brand A,2/23/2026,,Magic Checkout - Brand A,2026-02-23 05:23:26+00:00,2026-02-23 05:23:26+00:00,2026-02-23 05:23:42+00:00,911473000000000.00,#11779,India,India,India,Gujarat,Ahmedabad,"cod, Magic",,,,,,0,0,17400,0,0,,0,,,,0,,0,,Returning,6224230000000.00,India
Brand A,2/6/2026,INR,Online Store,2026-02-06 06:11:16+00:00,2026-02-06 06:11:20+00:00,2026-02-07 11:37:07+00:00,905604000000000.00,#11596,India,India,India,Haryana,Gurgaon,,,,,,,0,,250,0,0,,,,,0,,,,,First-time,9425710000000.00,India
Brand A,2/18/2026,INR,Online Store,2026-02-18 10:50:31+00:00,2026-02-18 10:50:33+00:00,2026-02-18 10:50:34+00:00,6948010000000.00,#11719,India,India,India,Haryana,Panipat,,,,,,,0,0,,0,0,,0,,,0,,,,,First-time,7104370000000.00,
,2/20/2026,INR,Draft Orders,2026-02-20 10:16:42+00:00,2026-02-20 10:16:42+00:00,2026-02-23 11:09:18+00:00,910726000000000.00,#11749,,India,,Haryana,Gurgaon,,,,,,,0,0,450,0,0,,0,,,0,,,0,,First-time,9467660000000.00,India
Brand A,2/22/2026,INR,Magic Checkout - Brand A,,,2026-02-22 07:33:25+00:00,6956000000000.00,#11766,India,India,India,Andhra Pradesh,Proddatur,"Magic, upi",8.18E+12,Marigold Pants,"COLLECTION_J'ADORE, EOSS-25, EXPRESS SHIPPING, PAIR IT, PANTS, RTS, UNDER 3K",Pants,xxs,2520,2520,2520,0,0,0,1,,,,0,,0,,Returning,,India
Brand A,2/7/2026,INR,,2026-02-07 03:21:07+00:00,2026-02-07 03:21:07+00:00,2026-02-07 06:13:03+00:00,6915450000000.00,,India,,India,Chandigarh,Chandigarh,"cod, Magic",8.55E+12,,"all, Category_Stole, Collection_Lumiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re, Festive_Edit",Stole,XL,3200,,3200,0,0,0,1,,,0,,,0,AUBURNSTOLE-MULTI,First-time,9427820000000.00,India
Brand A,2/5/2026,INR,Magic Checkout - Brand A,2026-02-05 16:52:57+00:00,2026-02-05 16:52:57+00:00,2026-02-07 11:56:14+00:00,905400000000000.00,,India,India,India,Tamil Nadu,,"card, Magic",7.95E+14,,"all, Category_Stole, Collection_Lumiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re, Festive_Edit",Stole,S,,3200,3200,,,0,1,,,,0,,0,AUBURNSTOLE-MULTI,returning,8731230000000.00,India
Brand A,2/5/2026,INR,Magic Checkout - Brand A,2026-02-05 16:52:57+00:00,2026-02-05 16:52:57+00:00,,6911450000000.00,#11594,India,India,India,Tamil Nadu,Chennai,"card, Magic",8.55E+12,Daphne Stole,"all, category_stole, collection_lumiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re, festive_edit",Stole,,3200,3200,3200,,0,0,1,,,,0,,,DAPHNESTOLE-BLUE,Returning,,INDIA
Brand A,2/22/2026,INR,Magic Checkout - Brand A,2026-02-22 10:05:53+00:00,2026-02-22 10:05:53+00:00,2026-02-22 10:06:09+00:00,6956160000000.00,#11769,India,India,India,Maharashtra,Thane,"cod, Magic",7.12E+14,Hera Dress,"all, Collection_La Fleur, Dress, eoss-25, Floral, Linen, Maxi Dress, Midi Dress, Summer Dress",Dress,M,3990,3990,3990,1,0,0,,,3990,1,,130,0,HERADRESS-M,First-time,9473440000000.00,India
Brand A,2/20/2026,INR,Magic Checkout - Brand A,,2026-02-20 00:25:30+00:00,2026-02-21 11:35:44+00:00,6951360000000.00,#11740,India,India,India,Tamil Nadu,Chennai,"card, Magic",8.18E+12,Marigold Tunic,"all, Co-ord, Collection_J'adore, eoss-25, Express shipping, Kurta Set, Kurta Sets/Co-ords, Over 5k, Pair it, RTS, Tunic",,L,5800,5800,5800,0,0,0,1,,,,0,,0,,Returning,8734500000000.00,INDIA
Brand A,2/5/2026,inr,,,2026-02-05 10:42:02+00:00,2026-02-05 10:42:18+00:00,6910800000000.00,#11592,India,,India,Andhra Pradesh,Proddatur,"Magic, upi",8.60E+12,Shobhita Dhulipala in Marigold Tunic,celeb,Co-ord,,5800,5800,5800,0,0,0,1,,,,0,,0,,Returning,7895840000000.00,India
Brand A,,INR,Magic Checkout - Brand A,,2026-02-09 13:59:13+00:00,2026-02-09 13:59:29+00:00,906892000000000.00,#11637,,India,India,Maharashtra,,"card, Magic",8.18E+12,Positano Tunic,"all, Collection_J'adore, eoss-25, Evening Soirï¿½ï¿½ï¿½ï¿½ï¿½ï¿½es, Over 5k, Pair it, Top, Tops",,S,,,5800,0,0,0,1,,,,0,,0,,Returning,7499580000000.00,india
Brand A,2/23/2026,INR,Magic Checkout - Brand A,2026-02-23 17:04:30+00:00,2026-02-23 17:04:30+00:00,,911582000000000.00,#11787,India,India,India,Maharashtra,Mumbai Subueban,"MAGIC, UPI",8.90E+12,Happy Hour Tunic,"all, one-size, Sofia's Garden, sr23-feb, Tag_NewArrival, Tops & Tunics",TUNIC SET,M,6800,727600,,0,0,0,,,,,,,0,happy-iv,First-time,9476970000000.00,INDIA
Brand A,2/14/2026,INR,,2026-02-14 07:47:11+00:00,2026-02-14 07:47:11+00:00,2026-02-14 07:47:27+00:00,909012000000000.00,#11681,India,India,India,Madhya Pradesh,Indore,"cod, Magic",7.77E+14,Icecream Kurta Set,"ALL, BESTSELLERS, CO-ORD, COLLECTION_COTSWOLD, EOSS-25, EXPRESS SHIPPING, HIGH TEA SELECTS, KURTA, KURTA SET, KURTA SETS/CO-ORDS, OVER 5K, RTS",CO-ORD,M / Kurta Set,6900,,6900,1,0,0,1,,800400,,,1,0,,First-time,9454380000000.00,India
Brand A,2/23/2026,INR,,2026-02-23 10:41:42+00:00,2026-02-23 10:41:42+00:00,2026-02-24 11:55:11+00:00,911516000000000.00,#11782,India,India,India,Haryana,Panchkula,"cod, Magic",7.77E+14,Icecream Kurta Set,"all, Bestsellers, Co-ord, Collection_cotswold, eoss-25, Express shipping, High Tea Selects, Kurta, Kurta Set, Kurta Sets/Co-ords, Over 5k, RTS",Co-ord,XL / KURTA SET,6900,6900,6900,1,0,0,,,6900,,,1,0,,returning,,India
Brand A,2/3/2026,INR,Magic Checkout - Brand A,2026-02-03 15:25:59+00:00,,2026-02-03 15:26:15+00:00,6904170000000.00,#11571,India,India,India,Maharashtra,Mumbai,"card, Magic",8.28E+12,Attico Boxy Top,"all, Co-ord, Collection_Folklore, eoss-25, Evening Soirï¿½ï¿½ï¿½ï¿½ï¿½ï¿½es, High Tea Selects, Over 5k, Pair it, Top, Tops",Tunic,S,7200,7200,7200,0,,0,1,,,,0,,0,,Returning,7972030000000.00,India
Brand A,2/2/2026,,Magic Checkout - Brand A,2026-02-02 11:47:07+00:00,2026-02-02 11:47:07+00:00,,-6898150000000.00,#11560,India,India,India,Haryana,Panchkula,"cod, Magic",7.19E+14,Primrose Phiran Set,"all, Bestsellers, Category_Phiran Set, Co-ord, Collection_Ikigai, eoss-25, Express shipping, Kurta Sets/Co-ords, Over 5k, RTS, Work Essentials",Kurta Set,XL,7600,7600,7600,1,0,,1,,7600,1,,1,0,PRIMPHIRAN-IV-XL,First-time,,India
Brand A,2/3/2026,,Magic Checkout - Brand A,2026-02-03 04:57:37+00:00,2026-02-03 04:57:37+00:00,2026-02-04 11:29:44+00:00,904082000000000.00,#11568,India,India,India,Rajasthan,Jaipur,"Magic, upi",8.55E+12,Ana Kurta Set,"ALL, CATEGORY_KURTA SET, COLLECTION_LUMIï¿½ï¿½ï¿½ï¿½ï¿½ï¿½RE, FESTIVE_EDIT, KURTA SETS/CO-ORDS, OVER 5K",Kurta Set,M,7600,7600,7600,1,0,0,1,,7600,1,,1,0,ANA-BG,First-time,9418610000000.00,India
Brand A,2/5/2026,,Magic Checkout - Brand A,,2026-02-05 04:45:21+00:00,2026-02-07 11:29:07+00:00,905232000000000.00,#11589,India,India,,Maharashtra,Mumbai,"cod, Magic",8.55E+12,Ella Kurta Set,"all, Category_Kurta Set, Collection_Lumiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re, Festive_Edit, Kurta Sets/Co-ords, Over 5k",Kurta Set,M,7600,7600,7600,1,0,0,1,,7600,90,,1,0,ELLA-BG,First-time,9423390000000.00,India
Brand A,2/8/2026,INR,Magic Checkout - Brand A,,2026-02-08 15:20:39+00:00,2026-02-09 12:10:10+00:00,6919700000000.00,#11625,India,India,India,Maharashtra,,"cod, Magic",7.73E+12,Primrose Phiran Set,"all, category_phiran set, co-ord, collection_ikigai, eoss-25, kurta sets/co-ords, over 5k",Kurta Set,M,7600,813200,7600,1,0,0,1,,7600,1,,130,0,PRIMPHIRAN-MANGO-M,First-time,9430980000000.00,INDIA
,2/18/2026,INR,Magic Checkout - Brand A,2026-02-18 12:17:03+00:00,2026-02-18 12:17:03+00:00,2026-02-18 12:17:19+00:00,6948120000000.00,#11722,India,India,India,Delhi,New Delhi,"cod, Magic",7.73E+12,Primrose Phiran Set,"all, Category_Phiran Set, Co-ord, Collection_Ikigai, eoss-25, Kurta Sets/Co-ords, Over 5k",KURTA SET,XXS,927200,7600,881600,1,0,0,,,881600,90,,1,0,PRIMPHIRAN-MANGO-XXS,First-time,9463250000000.00,India
Brand A,2/19/2026,INR,Magic Checkout - Brand A,2026-02-19 11:50:50+00:00,2026-02-19 11:50:50+00:00,2026-02-21 11:46:10+00:00,910474000000000.00,#11736,India,,India,Karnataka,Bengaluru,"cod, Magic",8.55E+12,,"all, Category_Kurta Set, Collection_Lumiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re, Festive_Edit, Kurta Sets/Co-ords, Over 5k",Kurta Set,L,927200,7600,,0,0,0,1,,,0,,,0,ELLA-BL,First-time,9239440000000.00,India
Brand A,2/26/2026,INR,Magic Checkout - Brand A,2026-02-26 12:49:29+00:00,2026-02-26 12:49:29+00:00,2026-02-28 08:57:31+00:00,912339000000000.00,#11831,India,,India,,Bangalore South,"Magic, upi",8.55E+12,Ella Kurta Set,"all, Category_Kurta Set, Collection_Lumiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re, Festive_Edit, Kurta Sets/",Kurta Set,XS,7600,7600,0,1,0,0,1,,7600,90,,1,,ELLA-BG,First-time,9484030000000.00,India
Brand A,2/4/2026,INR,Magic Checkout - Brand A,2026-02-04 12:46:02+00:00,,,6907850000000.00,#11584,India,India,India,Haryana,Gurgaon,"COD, MAGIC",8.55E+12,Ella Kurta Set,"all, Category_Kurta Set, Collection_Lumiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½re, Festive_Edit, Kurta Sets/Co-ords, Over 5k",Kurta Set,M,7600,,7600,1,0,0,1,,7600,,1,1,0,ELLA-BG,Returning,7761240000000.00,India
Brand A,2/10/2026,INR,Magic Checkout - Brand A,2026-02-10 05:07:04+00:00,2026-02-10 05:07:04+00:00,,6926860000000.00,,India,India,India,Karnataka,Bangalore,"Magic, upi",7.73E+12,Primrose Kurta Set,"all, Co-ord, Collection_Ikigai, eoss-25, Express shipping, Kurta Set, Kurta Sets/Co-ords, Over 5k, RTS, Sunny Lunches, Work Essentials",Kurta Set,,7800,7800,7800,1,0,0,1,,7800,1,,1,0,PRIMSET-IV-XXS,First-time,9440900000000.00,India
Brand A,2/11/2026,inr,Magic Checkout - Brand A,2026-02-11 16:38:50+00:00,2026-02-11 16:38:50+00:00,2026-02-12 12:01:40+00:00,907863000000000.00,#11654,India,India,India,Uttar Pradesh,Gautam Buddha Nagar,"cod, Magic",,Thea Kurta Set,"all, Co-ord, Collection_cotswold, eoss-25, Express shipping, High Tea Selects, Kurta, Kurta Set, Kurta Sets/Co-ords, Over 5k, RTS",Co-ord,M,7900,0,7900,1,0,0,1,0,7900,1,,1,0,,First-time,1038888400000000.00,India
Brand A,2/18/2026,INR,,2026-02-18 07:39:54+00:00,,2026-02-20 11:54:59+00:00,910162000000000.00,#11717,India,India,India,maharashtra,Mumbai,"cod, Magic",8.18E+12,Amelia Short Kurta Set,"all, Co-ord, Collection_J'adore, eoss-25, High Tea Selects, Kurta Set, Kurta Sets/Co-ords, Over 5k, Pair it, Tunic",,XXL,7900,845300,7900,1,0,0,1,,7900,1,,,0,,,9462930000000.00,
Brand A,2/20/2026,INR,Magic Checkout - Brand A,2026-02-20 04:39:04+00:00,2026-02-20 04:39:04+00:00,2026-02-21 11:46:48+00:00,-6951700000000.00,#11745,India,,India,Tamil Nadu,Coimbatore,"cod, Magic",,Indu Srimal In Esther Kurta Set,celeb,Co-ord,M / Kurta Set,7900,7900,7900,1,0,0,,,7900,,,1,0,,First-time,9467250000000.00,India
Brand A,2/16/2026,INR,Magic Checkout - Brand A,2026-02-16 11:10:20+00:00,2026-02-16 11:10:20+00:00,2026-02-17 10:59:47+00:00,6944100000000.00,#11703,India,,India,Uttar Pradesh,Lucknow,"Magic, upi",8.36E+12,Thea Kurta Set,"all, Co-ord, Collection_cotswold, eoss-25, Express shipping, High Tea Selects, Kurta, Kurta Set, Kurta Sets/Co-ords, Over 5k, RTS",Co-ord,,7900,7900,7900,1,0,0,,,7900,,1,1,0,,,7325270000000.00,India
Brand A,2/23/2026,INR,Magic Checkout - Brand A,2026-02-23 08:32:12+00:00,,,6958010000000.00,#11781,India,India,India,Himachal Pradesh,Devinagar,"cod, Magic",-8.18E+12,Amelia Short Kurta Set,"all, Co-ord, Collection_J'adore, eoss-25, Express shipping, High Tea Selects, Kurta Set, Kurta Sets/Co-ords, Over 5k, Pair it, RTS, Tunic",,L,7900,7900,7900,1,0,0,1,,7900,,1,1,0,,,7352720000000.00,India
